Row,z_1,z_2
bnd_pnt_1,0.568360361548998,2.30409441998433
bnd_pnt_2,0.337875923505187,2.43277347540604
bnd_pnt_3,0.731998014616758,3.26443587055337
bnd_pnt_4,1.35804279258058,2.34057264928015
bnd_pnt_5,0.188067669889035,1.2614432755147
bnd_pnt_6,NaN,NaN
bnd_pnt_7,1.48920241458667,0.0478715076462134
bnd_pnt_8,1.30955721383705,-0.671311744507338
bnd_pnt_9,0.981712963183283,-0.768179135397548
bnd_pnt_10,NaN,NaN
bnd_pnt_11,0.630542717001691,-1.15786491723309
bnd_pnt_12,0.846597124076679,-2.02301386147013
bnd_pnt_13,0.135141958314762,-1.8418531743035
