Row,z_1,z_2
bnd_pnt_1,-2.84785786778423,1.0772963213315
bnd_pnt_2,-2.78963958239992,1.19847289111473
bnd_pnt_3,-1.8815275709849,1.08326314499291
bnd_pnt_4,-1.17068611083058,1.77835818289496
bnd_pnt_5,-0.880350373832956,2.2520701795555
bnd_pnt_6,2.05378484083226,1.17688793105782
bnd_pnt_7,2.2134632049596,0.755602450822429
bnd_pnt_8,1.87509707203401,0.500083085843627
bnd_pnt_9,1.50589222878471,-0.316738873860962
bnd_pnt_10,1.07784985770997,-0.926123445006931
bnd_pnt_11,-2.28157368636676,-0.866045649370645
bnd_pnt_12,-2.37846732292987,0.432100844221711
bnd_pnt_13,NaN,NaN
bnd_pnt_14,1.07784985770997,-0.926123445006931
bnd_pnt_15,0.827687126733072,-2.18677792261553
bnd_pnt_16,0.360038095737045,-2.58651539551359
bnd_pnt_17,-0.966923858283251,-2.56006901940794
bnd_pnt_18,-1.74448568178241,-1.79857786046896
bnd_pnt_19,NaN,NaN
bnd_pnt_20,-1.03085052389752,3.00378514238832
bnd_pnt_21,-0.619689939793711,3.00747805232931
bnd_pnt_22,0.139128507225759,3.42404293215419
bnd_pnt_23,-0.880350373832956,2.2520701795555
bnd_pnt_24,NaN,NaN
bnd_pnt_25,0.72491022832295,3.89156451212281
bnd_pnt_26,1.25328301150706,4.18273868058896
bnd_pnt_27,1.87839742729302,3.12415350166639
bnd_pnt_28,2.93975629415979,3.19368650833334
bnd_pnt_29,3.00460646367888,2.24446170929706
bnd_pnt_30,2.54901187672954,2.0303349503737
bnd_pnt_31,2.05378484083226,1.17688793105782
bnd_pnt_32,0.139128507225759,3.42404293215419
