Row,pos_prop_PRON,pos_prop_PUNCT,proportion_bullet_points,sentence_length_median,prop_adjacent_dependency_relation_mean,numTemplateExpression,numImplicitDependentResources,numNestedBlocks
1,0.0205973223480947,0.267765190525232,0.188118811881188,17,0.431836482068628,0,1,0
2,0.0157657657657658,0.274774774774775,0.228915662650602,16,0.439960601535377,0,0,0
3,0.0165380374862183,0.267916207276736,0.228915662650602,16,0.444035524743107,2,0,0
4,0.0146137787056367,0.266179540709812,0.175925925925926,16.5,0.437587557043171,0,2,2
5,0.0185387131952017,0.267175572519084,0.218390804597701,16.5,0.433879230212829,0,0,0
6,0.0173160173160173,0.256493506493506,0.218390804597701,16,0.436769041892652,0,0,0
7,0.0131233595800525,0.254593175853018,0.152,18,0.437376829764073,0,0,0
8,0.0147991543340381,0.284355179704017,0.204301075268817,16.5,0.439701573952339,0,0,0
9,0.0137064534551685,0.273557966876071,0.0769230769230769,19,0.431576579227133,0,2,28
10,0.0165016501650165,0.268426842684268,0.231707317073171,17,0.438242307858987,0,0,0
11,0.0153994225216554,0.270452358036574,0.2,16,0.430370722189966,2,0,0
12,0.0162412993039443,0.27030162412993,0.231707317073171,16.5,0.441490340741106,0,0,0
13,0.0136798905608755,0.321477428180575,0.104972375690608,16.5,0.440151534367432,3,0,0
14,0.0186735350933677,0.308435286542176,0.0931372549019608,17,0.435971733919223,3,1,10
15,0.0157303370786517,0.273033707865169,0.22093023255814,16,0.44709732881409,0,0,1
16,0.0122501611863314,0.305609284332689,0.0922330097087379,19,0.415805255068022,1,0,0
17,0.0146056475170399,0.227848101265823,0.223529411764706,16.5,0.424939536634247,0,0,0
18,0.0143884892086331,0.244604316546763,0.202127659574468,18,0.436265557366311,0,1,0
19,0.0188087774294671,0.25705329153605,0.22093023255814,17,0.433607044696347,0,0,0
20,0.0160680529300567,0.284499054820416,0.15702479338843,16.5,0.439865942534886,2,0,6
21,0.0161137440758294,0.256872037914692,0.177570093457944,18,0.442310814522756,0,0,0
22,0.0140597539543058,0.313708260105448,0.179245283018868,17,0.409680662364747,11,2,1
23,0.0221975582685905,0.260821309655938,0.231707317073171,18,0.434431517211694,0,0,0
24,0.0169189670525378,0.231522707034728,0.177570093457944,16.5,0.441435399370092,0,0,0
25,0.0191986644407346,0.266277128547579,0.117283950617284,13,0.440587352404802,0,1,7
26,0.0196936542669584,0.261487964989059,0.223529411764706,18,0.43135112759363,0,3,0
27,0.0123051681706317,0.249384741591468,0.125,16.5,0.428180561043931,1,2,1
28,0.012987012987013,0.293506493506493,0.177570093457944,14,0.450390541075579,3,0,0
29,0.0156599552572707,0.274049217002237,0.22093023255814,16,0.444712626768919,0,0,1
30,0.0149842271293375,0.30205047318612,0.141791044776119,17,0.438425168045964,0,0,0
31,0.0148514851485149,0.278877887788779,0.145038167938931,17,0.441256424686054,1,4,5
32,0.0115131578947368,0.310855263157895,0.143939393939394,19,0.433217763198014,4,0,0
33,0.0127768313458262,0.272572402044293,0.121019108280255,18,0.431317060635745,4,5,9
34,0.0136116152450091,0.268602540834846,0.172727272727273,18,0.440480090487158,6,0,1
35,0.0174102285092492,0.266594124047878,0.226190476190476,16.5,0.444163829332026,0,0,0
36,0.0151843817787419,0.258134490238612,0.215909090909091,18,0.434860894918112,0,0,0
37,0.0313751668891856,0.219626168224299,0.183823529411765,19,0.432756467975557,0,0,0
38,0.0220994475138122,0.27292817679558,0.22093023255814,17,0.43889016843003,2,2,0
39,0.0171370967741935,0.277217741935484,0.195876288659794,16.5,0.435199335994219,2,0,2
40,0.0152671755725191,0.278080697928026,0.218390804597701,16,0.444267644468145,0,0,1
41,0.0167189132706374,0.256008359456635,0.223529411764706,15,0.438182083022399,1,0,0
42,0.0136585365853659,0.286829268292683,0.195876288659794,18,0.433666129695741,2,1,0
43,0.0144628099173554,0.274793388429752,0.197916666666667,18,0.438669992028992,2,0,1
44,0.0150214592274678,0.295064377682403,0.208791208791209,16,0.437943934926788,5,4,2
45,0.0168918918918919,0.27027027027027,0.22093023255814,17,0.437780257401053,2,0,0
46,0.0145985401459854,0.283628779979145,0.202127659574468,17,0.436762532987102,2,1,0
47,0.0164293537787514,0.289156626506024,0.204301075268817,17,0.440376941877679,6,1,2
48,0.0141743444365698,0.298369950389794,0.132450331125828,19,0.414487470018653,7,0,0
49,0.0151362260343088,0.285570131180626,0.169642857142857,17,0.440598963967313,3,3,5
50,0.0154867256637168,0.264380530973451,0.228915662650602,18,0.437259571510337,0,1,0
51,0.00558233950773915,0.311342298908906,0.0313531353135314,28.5,0.39583477539411,1,81,43
52,0.0049856184084372,0.305656759348034,0.0252996005326232,19,0.421245859802364,2,5,0
53,0.0150699677072121,0.264800861141012,0.204301075268817,17,0.43614986317148,0,1,0
54,0.014957264957265,0.266025641025641,0.244444444444444,17,0.439651915155064,1,0,0
55,0.0188305252725471,0.260654112983152,0.202127659574468,16.5,0.446913290855417,1,0,0
56,0.0158550396375991,0.271800679501699,0.218390804597701,16,0.436242910387418,0,0,0
57,0.0202020202020202,0.264870931537598,0.218390804597701,15,0.440160769628206,0,0,0
58,0.0102095647501343,0.328318108543794,0.0826086956521739,24,0.420669864743104,6,0,0
59,0.0155382907880133,0.263041065482797,0.204301075268817,18,0.437375071625837,0,0,0
60,0.0155763239875389,0.2533748701973,0.19,17.5,0.436876103948243,0,0,0
61,0.0227827502034174,0.263628966639544,0.139705882352941,19,0.449983419456227,0,0,0
62,0.0171821305841924,0.280641466208477,0.226190476190476,17,0.436759086790841,0,0,1
63,0.0141592920353982,0.24070796460177,0.186274509803922,16,0.421092661067485,0,0,2
64,0.0116086235489221,0.257048092868988,0.125,17,0.433046549872076,2,2,0
65,0.0161434977578475,0.278026905829596,0.163793103448276,16,0.433848291091655,0,0,2
66,0.0174632352941176,0.279411764705882,0.141791044776119,17,0.44046795471379,0,2,17
67,0.0169660678642715,0.302395209580838,0.177570093457944,16,0.430754403589935,1,0,2
68,0.0240963855421687,0.260807937632884,0.11377245508982,14,0.43717778336273,2,0,0
69,0.018161180476731,0.271282633371169,0.231707317073171,17,0.442027001002948,0,0,0
70,0.0195439739413681,0.258414766558089,0.223529411764706,16.5,0.44053670280317,0,2,0
71,0.0153846153846154,0.264835164835165,0.208791208791209,16.5,0.443215223862226,0,3,0
72,0.0185387131952017,0.280261723009815,0.206521739130435,17,0.437484997105793,1,0,0
73,0.0146750524109015,0.268343815513627,0.186274509803922,16,0.435345877885473,0,2,1
74,0.0141987829614604,0.267748478701826,0.180952380952381,16.5,0.439996534921457,1,0,0
75,0.0151006711409396,0.254474272930649,0.0666666666666667,23,0.410393927276262,1,4,28
76,0.0117728531855956,0.338642659279778,0.11875,19,0.417286258528703,19,0,0
77,0.0164056674123788,0.29082774049217,0.114457831325301,19,0.43295798650137,2,3,0
